reason_for_absence,month_of_absence,day_of_week,season,transportation_expense,distance_to_work,service_time,age,workload_average,hit_target,disciplinary_failure,education,son,social_drinker,social_smoker,pet,weight,height,bmi,absenteeism_hours,bmi_category,is_risky_lifestyle,is_high_absentee,ID
28,,,,118,10,10,37,249.797,93,0,,0,0,0,0,83,172,28,5,overweight,0,0,34
28,,,,291,31,12,40,249.797,93,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
28,,,,260,50,11,36,249.797,93,0,,4,1,0,0,65,168,23,3,normal,0,0,20
28,,,,246,25,16,41,261.756,87,0,,0,1,0,0,67,170,23,1,normal,0,0,24
28,,,,246,25,16,41,261.756,87,0,,0,1,0,0,67,170,23,1,normal,0,0,24
28,,,,118,10,10,37,261.756,87,0,,0,0,0,0,83,172,28,3,overweight,0,0,34
23,,,,155,12,14,34,261.756,87,0,,2,1,0,0,95,196,25,2,overweight,0,0,14
28,,,,291,31,12,40,261.756,87,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
23,,,,179,26,9,30,261.756,87,0,,0,0,0,0,56,171,19,8,normal,0,0,22
23,,,,248,25,14,47,261.756,87,0,,2,0,0,1,86,165,32,1,obese,0,0,33
23,,,,179,51,18,38,261.756,87,0,,0,1,0,0,89,170,31,4,obese,0,0,3
23,,,,225,26,9,28,261.756,87,0,,1,0,0,2,69,169,24,1,normal,0,0,28
23,,,,179,26,9,30,261.756,87,0,,0,0,0,0,56,171,19,2,normal,0,0,22
23,,,,369,17,12,31,261.756,87,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
22,,,,361,52,3,28,261.756,87,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
4,,,,289,48,29,49,284.853,91,0,,0,0,0,2,108,172,36,1,obese,0,0,32
11,,,,235,16,8,32,284.853,91,0,,0,0,0,0,75,178,25,3,overweight,0,0,25
26,,,,246,25,16,41,284.853,91,0,,0,1,0,0,67,170,23,8,normal,0,0,24
14,,,,289,48,29,49,284.853,91,0,,0,0,0,2,108,172,36,3,obese,0,0,32
28,,,,291,31,12,40,284.853,91,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
23,,,,118,10,10,37,284.853,91,0,,0,0,0,0,83,172,28,2,overweight,0,0,34
23,,,,289,48,29,49,284.853,91,0,,0,0,0,2,108,172,36,2,obese,0,0,32
23,,,,291,31,12,40,284.853,91,0,,1,1,0,1,73,171,25,1,overweight,0,0,15
23,,,,225,26,9,28,284.853,91,0,,1,0,0,2,69,169,24,2,normal,0,0,28
23,,,,369,17,12,31,284.853,91,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
23,,,,369,17,12,31,284.853,91,0,,3,1,0,0,70,169,25,3,overweight,0,0,13
23,,,,225,26,9,28,284.853,91,0,,1,0,0,2,69,169,24,4,normal,0,0,28
26,,,,369,17,12,31,284.853,91,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
28,,,,179,51,18,38,284.853,91,0,,0,1,0,0,89,170,31,3,obese,0,0,3
1,,,,228,14,16,58,284.853,91,0,,2,0,0,1,65,172,22,1,normal,0,0,9
23,,,,291,31,12,40,284.853,91,0,,1,1,0,1,73,171,25,1,overweight,0,0,15
10,,,,369,17,12,31,284.853,91,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
13,,,,225,26,9,28,284.853,91,0,,1,0,0,2,69,169,24,1,normal,0,0,28
10,,,,369,17,12,31,284.853,91,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
10,,,,225,26,9,28,284.853,91,0,,1,0,0,2,69,169,24,3,normal,0,0,28
23,,,,189,29,13,33,284.853,91,0,,2,0,0,2,69,167,25,8,overweight,0,0,6
6,,,,235,16,8,32,284.853,91,0,,0,0,0,0,75,178,25,8,overweight,0,0,25
10,,,,248,25,14,47,284.853,91,0,,2,0,0,1,86,165,32,8,obese,0,0,33
0,,,,225,26,9,28,284.853,91,1,,1,0,0,2,69,169,24,0,normal,0,0,28
13,,,,225,26,9,28,284.853,91,0,,1,0,0,2,69,169,24,3,normal,0,0,28
21,,,,179,51,18,38,268.519,93,0,,0,1,0,0,89,170,31,1,obese,0,0,3
28,,,,118,10,10,37,268.519,93,0,,0,0,0,0,83,172,28,3,overweight,0,0,34
2,,,,330,16,4,28,268.519,93,0,,0,0,0,0,84,182,25,24,overweight,0,1,18
28,,,,179,51,18,38,268.519,93,0,,0,1,0,0,89,170,31,1,obese,0,0,3
9,,,,118,10,10,37,268.519,93,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
24,,,,289,36,13,33,268.519,93,0,,2,1,0,1,90,172,30,8,obese,0,0,11
1,,,,235,16,8,32,268.519,93,0,,0,0,0,0,75,178,25,8,overweight,0,0,25
23,,,,225,26,9,28,268.519,93,0,,1,0,0,2,69,169,24,4,normal,0,0,28
22,,,,361,52,3,28,268.519,93,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
28,,,,291,31,12,40,268.519,93,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
13,,,,118,10,10,37,268.519,93,0,,0,0,0,0,83,172,28,2,overweight,0,0,34
14,,,,225,26,9,28,268.519,93,0,,1,0,0,2,69,169,24,3,normal,0,0,28
28,,,,179,51,18,38,268.519,93,0,,0,1,0,0,89,170,31,1,obese,0,0,3
23,,,,118,10,10,37,268.519,93,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
8,,,,118,10,10,37,268.519,93,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
23,,,,225,26,9,28,268.519,93,0,,1,0,0,2,69,169,24,2,normal,0,0,28
0,,,,291,31,12,40,268.519,93,1,,1,1,0,1,73,171,25,0,overweight,0,0,15
0,,,,289,36,13,33,268.519,93,1,,2,1,0,1,90,172,30,0,obese,0,0,11
14,,,,248,25,14,47,268.519,93,0,,2,0,0,1,86,165,32,4,obese,0,0,33
0,,,,235,20,13,43,268.519,93,1,,1,1,0,0,106,167,38,0,obese,0,0,5
23,,,,225,26,9,28,268.519,93,0,,1,0,0,2,69,169,24,2,normal,0,0,28
26,,,,369,17,12,31,268.519,93,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
28,,,,361,52,3,28,268.519,93,0,,1,1,0,4,80,172,27,2,overweight,0,0,10
13,,,,179,51,18,38,280.549,98,0,,0,1,0,0,89,170,31,32,obese,0,1,3
28,,,,291,31,12,40,280.549,98,0,,1,1,0,1,73,171,25,1,overweight,0,0,15
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,3,normal,0,0,28
13,,,,179,26,9,30,280.549,98,0,,0,0,0,0,56,171,19,1,normal,0,0,22
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,3,normal,0,0,28
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,3,normal,0,0,28
14,,,,361,52,3,28,280.549,98,0,,1,1,0,4,80,172,27,4,overweight,0,0,10
18,,,,179,22,17,40,280.549,98,0,,2,0,1,0,63,170,22,2,normal,0,0,17
26,,,,235,20,13,43,280.549,98,0,,1,1,0,0,106,167,38,8,obese,0,0,5
18,,,,233,51,1,31,280.549,98,0,,1,1,0,8,68,178,21,8,normal,0,0,12
13,,,,179,26,9,30,280.549,98,0,,0,0,0,0,56,171,19,16,normal,0,1,22
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,2,normal,0,0,28
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,3,normal,0,0,28
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,2,normal,0,0,28
18,,,,155,12,14,34,280.549,98,0,,2,1,0,0,95,196,25,80,overweight,0,1,14
12,,,,179,26,9,30,313.532,96,0,,0,0,0,0,56,171,19,24,normal,0,1,22
12,,,,179,26,9,30,313.532,96,0,,0,0,0,0,56,171,19,16,normal,0,1,22
25,,,,179,22,17,40,313.532,96,0,,2,0,1,0,63,170,22,2,normal,0,0,17
25,,,,179,22,17,40,313.532,96,0,,2,0,1,0,63,170,22,2,normal,0,0,17
13,,,,179,26,9,30,313.532,96,0,,0,0,0,0,56,171,19,3,normal,0,0,22
25,,,,179,22,17,40,313.532,96,0,,2,0,1,0,63,170,22,2,normal,0,0,17
10,,,,289,48,29,49,313.532,96,0,,0,0,0,2,108,172,36,8,obese,0,0,32
18,,,,179,22,17,40,313.532,96,0,,2,0,1,0,63,170,22,3,normal,0,0,17
27,,,,179,26,9,30,313.532,96,0,,0,0,0,0,56,171,19,2,normal,0,0,22
18,,,,155,12,14,34,313.532,96,0,,2,1,0,0,95,196,25,8,overweight,0,0,14
27,,,,179,26,9,30,313.532,96,0,,0,0,0,0,56,171,19,2,normal,0,0,22
27,,,,179,51,18,38,313.532,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
13,,,,289,36,13,33,313.532,96,0,,2,1,0,1,90,172,30,8,obese,0,0,11
27,,,,179,51,18,38,313.532,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
27,,,,179,51,18,38,313.532,96,0,,0,1,0,0,89,170,31,2,obese,0,0,3
13,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,8,obese,0,0,3
23,,,,225,26,9,28,264.249,97,0,,1,0,0,2,69,169,24,3,normal,0,0,28
1,,,,248,25,14,47,264.249,97,0,,2,0,0,1,86,165,32,8,obese,0,0,33
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,2,obese,0,0,3
28,,,,225,26,9,28,264.249,97,0,,1,0,0,2,69,169,24,3,normal,0,0,28
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,2,obese,0,0,3
27,,,,179,26,9,30,264.249,97,0,,0,0,0,0,56,171,19,2,normal,0,0,22
28,,,,225,15,15,41,264.249,97,0,,2,1,0,2,94,182,28,2,overweight,0,0,29
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,2,obese,0,0,3
19,,,,233,51,1,31,264.249,97,0,,1,1,0,8,68,178,21,2,normal,0,0,12
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,2,obese,0,0,3
7,,,,225,26,9,28,264.249,97,0,,1,0,0,2,69,169,24,8,normal,0,0,28
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,3,obese,0,0,3
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,3,obese,0,0,3
25,,,,225,26,9,28,264.249,97,0,,1,0,0,2,69,169,24,3,normal,0,0,28
13,,,,179,26,9,30,264.249,97,0,,0,0,0,0,56,171,19,2,normal,0,0,22
23,,,,179,22,17,40,264.249,97,0,,2,0,1,0,63,170,22,2,normal,0,0,17
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,3,obese,0,0,3
12,,,,233,51,1,31,264.249,97,0,,1,1,0,8,68,178,21,3,normal,0,0,12
27,,,,179,26,9,30,264.249,97,0,,0,0,0,0,56,171,19,2,normal,0,0,22
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,2,obese,0,0,3
13,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,8,obese,0,0,3
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,2,obese,0,0,3
25,,,,155,12,14,34,264.249,97,0,,2,1,0,0,95,196,25,5,overweight,0,0,14
25,,,,235,16,8,32,264.249,97,0,,0,0,0,0,75,178,25,3,overweight,0,0,25
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,2,obese,0,0,3
7,,,,225,26,9,28,264.249,97,0,,1,0,0,2,69,169,24,2,normal,0,0,28
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,2,obese,0,0,3
23,,,,248,25,14,47,264.249,97,0,,2,0,0,1,86,165,32,2,obese,0,0,33
25,,,,225,26,9,28,264.249,97,0,,1,0,0,2,69,169,24,2,normal,0,0,28
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,2,obese,0,0,3
27,,,,179,51,18,38,264.249,97,0,,0,1,0,0,89,170,31,2,obese,0,0,3
25,,,,235,16,8,32,264.249,97,0,,0,0,0,0,75,178,25,2,overweight,0,0,25
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,2,obese,0,0,3
23,,,,248,25,14,47,222.196,99,0,,2,0,0,1,86,165,32,2,obese,0,0,33
25,,,,228,14,16,58,222.196,99,0,,2,0,0,1,65,172,22,3,normal,0,0,9
25,,,,248,25,14,47,222.196,99,0,,2,0,0,1,86,165,32,3,obese,0,0,33
12,,,,228,14,16,58,222.196,99,0,,2,0,0,1,65,172,22,112,normal,0,1,9
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,2,obese,0,0,3
27,,,,225,26,9,28,222.196,99,0,,1,0,0,2,69,169,24,2,normal,0,0,28
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,3,obese,0,0,3
25,,,,225,26,9,28,222.196,99,0,,1,0,0,2,69,169,24,2,normal,0,0,28
27,,,,179,26,9,30,222.196,99,0,,0,0,0,0,56,171,19,3,normal,0,0,22
25,,,,235,16,8,32,222.196,99,0,,0,0,0,0,75,178,25,3,overweight,0,0,25
19,,,,361,52,3,28,222.196,99,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
13,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,8,obese,0,0,3
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,2,obese,0,0,3
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,3,obese,0,0,3
27,,,,179,26,9,30,222.196,99,0,,0,0,0,0,56,171,19,2,normal,0,0,22
10,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,4,obese,0,0,3
13,,,,248,25,14,47,222.196,99,0,,2,0,0,1,86,165,32,2,obese,0,0,33
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,3,obese,0,0,3
7,,,,225,26,9,28,222.196,99,0,,1,0,0,2,69,169,24,8,normal,0,0,28
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,2,obese,0,0,3
23,,,,289,36,13,33,222.196,99,0,,2,1,0,1,90,172,30,8,obese,0,0,11
25,,,,228,14,16,58,222.196,99,0,,2,0,0,1,65,172,22,2,normal,0,0,9
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,2,obese,0,0,3
23,,,,248,25,14,47,222.196,99,0,,2,0,0,1,86,165,32,3,obese,0,0,33
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,3,obese,0,0,3
23,,,,179,26,9,30,222.196,99,0,,0,0,0,0,56,171,19,2,normal,0,0,22
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,3,obese,0,0,3
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,3,obese,0,0,3
23,,,,118,15,24,46,222.196,99,0,,2,1,1,0,75,175,25,8,overweight,1,0,16
13,,,,155,12,14,34,222.196,99,0,,2,1,0,0,95,196,25,24,overweight,0,1,14
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,3,obese,0,0,3
27,,,,179,51,18,38,222.196,99,0,,0,1,0,0,89,170,31,3,obese,0,0,3
13,,,,179,26,9,30,222.196,99,0,,0,0,0,0,56,171,19,2,normal,0,0,22
19,,,,289,36,13,33,222.196,99,0,,2,1,0,1,90,172,30,104,obese,0,1,11
22,,,,369,17,12,31,222.196,99,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
13,,,,225,26,9,28,246.288,91,0,,1,0,0,2,69,169,24,8,normal,0,0,28
10,,,,118,10,10,37,246.288,91,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
19,,,,361,52,3,28,246.288,91,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
19,,,,248,25,14,47,246.288,91,0,,2,0,0,1,86,165,32,8,obese,0,0,33
13,,,,189,29,13,33,246.288,91,0,,2,0,0,2,69,167,25,8,overweight,0,0,6
27,,,,179,26,9,30,246.288,91,0,,0,0,0,0,56,171,19,2,normal,0,0,22
7,,,,369,17,12,31,246.288,91,0,,3,1,0,0,70,169,25,24,overweight,0,1,13
16,,,,179,22,17,40,246.288,91,0,,2,0,1,0,63,170,22,2,normal,0,0,17
23,,,,118,13,18,50,246.288,91,0,,1,1,0,0,98,178,31,3,obese,0,0,36
23,,,,361,52,3,28,246.288,91,0,,1,1,0,4,80,172,27,2,overweight,0,0,10
10,,,,118,10,10,37,246.288,91,0,,0,0,0,0,83,172,28,2,overweight,0,0,34
22,,,,235,11,14,37,246.288,91,0,,1,0,0,1,88,172,29,8,overweight,0,0,1
27,,,,179,26,9,30,246.288,91,0,,0,0,0,0,56,171,19,2,normal,0,0,22
19,,,,225,26,9,28,246.288,91,0,,1,0,0,2,69,169,24,8,normal,0,0,28
16,,,,235,16,8,32,246.288,91,0,,0,0,0,0,75,178,25,3,overweight,0,0,25
27,,,,179,26,9,30,246.288,91,0,,0,0,0,0,56,171,19,2,normal,0,0,22
28,,,,155,12,14,34,246.288,91,0,,2,1,0,0,95,196,25,4,overweight,0,0,14
19,,,,225,26,9,28,246.288,91,0,,1,0,0,2,69,169,24,8,normal,0,0,28
14,,,,118,13,18,50,246.288,91,0,,1,1,0,0,98,178,31,2,obese,0,0,36
27,,,,179,26,9,30,246.288,91,0,,0,0,0,0,56,171,19,2,normal,0,0,22
22,,,,235,11,14,37,237.656,99,0,,1,0,0,1,88,172,29,8,overweight,0,0,1
19,,,,225,15,15,41,237.656,99,0,,2,1,0,2,94,182,28,3,overweight,0,0,29
28,,,,235,16,8,32,237.656,99,0,,0,0,0,0,75,178,25,2,overweight,0,0,25
8,,,,118,10,10,37,237.656,99,0,,0,0,0,0,83,172,28,3,overweight,0,0,34
26,,,,235,20,13,43,237.656,99,0,,1,1,0,0,106,167,38,8,obese,0,0,5
13,,,,179,26,9,30,237.656,99,0,,0,0,0,0,56,171,19,1,normal,0,0,22
28,,,,291,31,12,40,237.656,99,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
14,,,,225,15,15,41,237.656,99,0,,2,1,0,2,94,182,28,8,overweight,0,0,29
19,,,,300,26,13,43,237.656,99,0,,2,1,1,1,77,175,25,64,overweight,1,1,26
22,,,,225,15,15,41,237.656,99,0,,2,1,0,2,94,182,28,8,overweight,0,0,29
27,,,,179,26,9,30,237.656,99,0,,0,0,0,0,56,171,19,2,normal,0,0,22
23,,,,118,13,18,50,237.656,99,0,,1,1,0,0,98,178,31,2,obese,0,0,36
5,,,,118,13,18,50,237.656,99,0,,1,1,0,0,98,178,31,3,obese,0,0,36
28,,,,118,10,10,37,237.656,99,0,,0,0,0,0,83,172,28,1,overweight,0,0,34
0,,,,118,13,18,50,237.656,99,1,,1,1,0,0,98,178,31,0,obese,0,0,36
27,,,,179,26,9,30,237.656,99,0,,0,0,0,0,56,171,19,2,normal,0,0,22
0,,,,378,49,11,36,237.656,99,1,,2,0,1,4,65,174,21,0,normal,0,0,23
16,,,,179,22,17,40,237.656,99,0,,2,0,1,0,63,170,22,1,normal,0,0,17
10,,,,155,12,14,34,237.656,99,0,,2,1,0,0,95,196,25,48,overweight,0,1,14
10,,,,235,16,8,32,237.656,99,0,,0,0,0,0,75,178,25,8,overweight,0,0,25
22,,,,291,31,12,40,237.656,99,0,,1,1,0,1,73,171,25,8,overweight,0,0,15
10,,,,179,22,17,40,237.656,99,0,,2,0,1,0,63,170,22,8,normal,0,0,17
6,,,,225,26,9,28,237.656,99,0,,1,0,0,2,69,169,24,3,normal,0,0,28
10,,,,330,16,4,28,237.656,99,0,,0,0,0,0,84,182,25,8,overweight,0,0,18
23,,,,235,16,8,32,237.656,99,0,,0,0,0,0,75,178,25,2,overweight,0,0,25
28,,,,291,31,12,40,237.656,99,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
27,,,,179,26,9,30,237.656,99,0,,0,0,0,0,56,171,19,2,normal,0,0,22
7,,,,361,52,3,28,237.656,99,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
23,,,,155,12,14,34,237.656,99,0,,2,1,0,0,95,196,25,2,overweight,0,0,14
25,,,,179,22,17,40,237.656,99,0,,2,0,1,0,63,170,22,8,normal,0,0,17
10,,,,155,12,14,34,237.656,99,0,,2,1,0,0,95,196,25,8,overweight,0,0,14
11,,,,225,26,9,28,237.656,99,0,,1,0,0,2,69,169,24,1,normal,0,0,28
7,,,,118,15,24,46,275.089,96,0,,2,1,1,0,75,175,25,8,overweight,1,0,16
27,,,,179,26,9,30,275.089,96,0,,0,0,0,0,56,171,19,3,normal,0,0,22
26,,,,118,10,10,37,275.089,96,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
10,,,,118,10,10,37,275.089,96,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
22,,,,378,49,11,36,275.089,96,0,,2,0,1,4,65,174,21,8,normal,0,0,23
19,,,,118,13,18,50,275.089,96,0,,1,1,0,0,98,178,31,24,obese,0,1,36
19,,,,233,51,1,31,275.089,96,0,,1,1,0,8,68,178,21,8,normal,0,0,12
27,,,,179,26,9,30,275.089,96,0,,0,0,0,0,56,171,19,2,normal,0,0,22
0,,,,235,29,12,48,275.089,96,1,,1,0,1,5,88,163,33,0,obese,0,0,2
0,,,,268,11,8,33,275.089,96,1,,0,0,0,0,79,178,25,0,overweight,0,0,21
19,,,,118,13,18,50,275.089,96,0,,1,1,0,0,98,178,31,3,obese,0,0,36
13,,,,179,26,9,30,275.089,96,0,,0,0,0,0,56,171,19,2,normal,0,0,22
28,,,,291,31,12,40,275.089,96,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
13,,,,179,26,9,30,275.089,96,0,,0,0,0,0,56,171,19,3,normal,0,0,22
25,,,,118,10,10,37,275.089,96,0,,0,0,0,0,83,172,28,3,overweight,0,0,34
22,,,,233,51,1,31,275.089,96,0,,1,1,0,8,68,178,21,8,normal,0,0,12
8,,,,118,10,10,37,275.089,96,0,,0,0,0,0,83,172,28,2,overweight,0,0,34
10,,,,118,10,10,37,275.089,96,0,,0,0,0,0,83,172,28,3,overweight,0,0,34
22,,,,233,51,1,31,275.089,96,0,,1,1,0,8,68,178,21,3,normal,0,0,12
26,,,,235,20,13,43,264.604,93,0,,1,1,0,0,106,167,38,4,obese,0,0,5
19,,,,233,51,1,31,264.604,93,0,,1,1,0,8,68,178,21,2,normal,0,0,12
6,,,,228,14,16,58,264.604,93,0,,2,0,0,1,65,172,22,8,normal,0,0,9
28,,,,118,10,10,37,264.604,93,0,,0,0,0,0,83,172,28,4,overweight,0,0,34
6,,,,228,14,16,58,264.604,93,0,,2,0,0,1,65,172,22,120,normal,0,1,9
22,,,,189,29,13,33,264.604,93,0,,2,0,0,2,69,167,25,16,overweight,0,1,6
23,,,,118,10,10,37,264.604,93,0,,0,0,0,0,83,172,28,2,overweight,0,0,34
22,,,,361,52,3,28,264.604,93,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
22,,,,225,26,9,28,264.604,93,0,,1,0,0,2,69,169,24,8,normal,0,0,28
13,,,,369,17,12,31,264.604,93,0,,3,1,0,0,70,169,25,80,overweight,0,1,13
14,,,,289,36,13,33,264.604,93,0,,2,1,0,1,90,172,30,8,obese,0,0,11
11,,,,235,11,14,37,264.604,93,0,,1,0,0,1,88,172,29,4,overweight,0,0,1
0,,,,118,14,13,40,271.219,95,0,,1,1,0,8,98,170,34,0,obese,0,0,4
0,,,,231,35,14,39,271.219,95,0,,2,1,0,2,100,170,35,0,obese,0,0,8
0,,,,179,45,14,53,271.219,95,0,,1,0,0,1,77,175,25,0,overweight,0,0,35
